artigos|macrotemas|nomes_normas
. Cada entrega ou lote de material de embalagem primária ou material impresso deve receber um número de referência específico ou uma marca de identificação.|medicamentos|RDC 301_2019
. O material de embalagem primária ou material impresso desatualizado ou obsoleto deve ser destruído e esta disposição deve ser registrada.|medicamentos|RDC 301_2019
. Ao configurar um programa para as operações de embalagem, deve ser dada especial atenção à minimização do risco de contaminação cruzada, misturas ou substituições.|medicamentos|RDC 301_2019
. Antes do início das operações de embalagem, devem ser tomadas medidas para assegurar que a área de trabalho, linhas de embalagem, máquinas de impressão e outros equipamentos estejam limpos e livres de quaisquer produtos, materiais ou documentos usados anteriormente, caso não sejam necessários para a operação atual.|medicamentos|RDC 301_2019
. O nome e o número de lote do produto que está sendo manipulado devem ser exibidos em cada estação ou linha de embalagem.|medicamentos|RDC 301_2019
. Todos os produtos e materiais de embalagem a serem utilizados devem ser verificados na entrega ao departamento de embalagem, no que diz respeito à quantidade, identidade e conformidade com as Instruções de Embalagem.|medicamentos|RDC 301_2019
. Os recipientes para envase devem estar limpos antes de serem envasados.|medicamentos|RDC 301_2019
. O enchimento e a selagem devem ser seguidos o mais rápido possível pela rotulagem.|medicamentos|RDC 301_2019
. O desempenho correto de qualquer operação de impressão (por exemplo, números de código, datas de validade) a ser feito separadamente ou no decorrer da embalagem deve ser verificado e registrado.|medicamentos|RDC 301_2019
. Cuidados especiais devem ser tomados ao se usar rótulos cortados e quando a sobre impressão for realizada fora da linha de produção.|medicamentos|RDC 301_2019
. Verificações devem ser feitas para garantir que qualquer leitor de código eletrônico, contadores de etiquetas ou dispositivos similares estejam operando corretamente.|medicamentos|RDC 301_2019
. Informações impressas ou em relevo sobre materiais de embalagem devem ser distintas e resistentes ao desbotamento ou apagamento.|medicamentos|RDC 301_2019
. O controle on-line do produto durante a embalagem deve incluir, pelo menos, a verificação dos seguintes itens:|medicamentos|RDC 301_2019
. Amostras retiradas da linha de embalagem não podem ser devolvidas.|medicamentos|RDC 301_2019
. Os produtos que estiveram envolvidos em um evento incomum só podem ser reintroduzidos no processo após inspeção especial, investigação e aprovação da parte de pessoal autorizado.|medicamentos|RDC 301_2019
. Qualquer discrepância significativa ou incomum, observada durante a reconciliação da quantidade de produto a granel e materiais de embalagem impressos e o número de unidades produzidas, deve ser investigada e satisfatoriamente contabilizada, antes da liberação.|medicamentos|RDC 301_2019
. Após a conclusão de uma operação de embalagem, quaisquer materiais de embalagem codificados não utilizados devem ser destruídos, sendo sua destruição registrada.|medicamentos|RDC 301_2019
. Os produtos acabados devem ser mantidos em quarentena até a sua liberação final, sob as condições estabelecidas pelo fabricante.|medicamentos|RDC 301_2019
. A avaliação de produtos acabados e a documentação necessária antes da liberação do produto para venda está descrita no Capítulo de Controle de Qualidade.|medicamentos|RDC 301_2019
. Após a liberação, os produtos acabados devem ser armazenados como estoque utilizável sob as condições estabelecidas pelo fabricante.|medicamentos|RDC 301_2019
. Os materiais e produtos rejeitados devem ser claramente identificados como tal e armazenados separadamente em áreas restritas.|medicamentos|RDC 301_2019
. O reprocessamento de produtos rejeitados deve ser um fato excepcional.|medicamentos|RDC 301_2019
. A recuperação total ou parcial de lotes anteriores que estejam em conformidade com a qualidade requerida para a incorporação em um lote do mesmo produto, em um estágio definido de fabricação, deve ser autorizada antecipadamente.|medicamentos|RDC 301_2019
. A necessidade de testes adicionais de qualquer produto acabado que tenha sido reprocessado, ou na qual um produto recuperado tiver sido incorporado, deve ser levada em consideração pelo Sistema de Gestão da Qualidade Farmacêutica.|medicamentos|RDC 301_2019
. Os produtos devolvidos pelo mercado e que deixaram o controle do fabricante devem ser destruídos, a menos que sua qualidade seja satisfatória; eles podem ser considerados para revenda, reembalagem ou recuperação em um lote subsequente, somente após terem sido avaliados criticamente pelo Sistema de Gestão da Qualidade Farmacêutica, conforme um procedimento escrito.|medicamentos|RDC 301_2019
. O fabricante deve comunicar ao detentor do registro quaisquer restrições nas operações de fabricação que possam resultar em uma restrição anormal no suprimento.|medicamentos|RDC 301_2019
. O Controle de Qualidade é responsável pela amostragem, especificações e testes, bem como na organização, documentação e procedimentos de liberação que asseguram que os testes necessários e relevantes sejam realizados, que os materiais não sejam liberados para uso, nem produtos liberados para venda ou fornecimento, até que sua qualidade tenha sido considerada satisfatória.|medicamentos|RDC 301_2019
. O Controle de Qualidade não se limita às operações de laboratório, mas deve estar envolvido em todas as decisões que possam afetar a qualidade do produto.|medicamentos|RDC 301_2019
. A independência do Controle de Qualidade da Produção é considerada fundamental para o bom funcionamento do Controle de Qualidade.|medicamentos|RDC 301_2019
. Cada titular de uma autorização de fabricação deve ter um Departamento de Controle de Qualidade.|medicamentos|RDC 301_2019
. O Departamento de Controle de Qualidade deve ser independente dos demais departamentos.|medicamentos|RDC 301_2019
. O Departamento de Controle de Qualidade deve estar sob a autoridade de uma pessoa com qualificações e experiência adequadas, que tenha um ou vários laboratórios de controle à sua disposição.|medicamentos|RDC 301_2019
. Os recursos adequados devem ser disponibilizados com o fim de garantir que todas as atividades do Controle de Qualidade sejam executadas de forma efetiva e confiável.|medicamentos|RDC 301_2019
. O Departamento de Controle de Qualidade tem as seguintes responsabilidades:|medicamentos|RDC 301_2019
. A avaliação do produto acabado deve abranger todos os fatores relevantes, incluindo, mas não limitados a:|medicamentos|RDC 301_2019
. O pessoal de Controle de Qualidade deve ter acesso às áreas de produção para amostragem e investigação, conforme apropriado.|medicamentos|RDC 301_2019
. Os equipamentos de laboratório não podem ser rotineiramente movimentados entre áreas de alto risco, visando evitar a contaminação cruzada acidental.|medicamentos|RDC 301_2019
. O laboratório de microbiologia deve ser organizado de forma a minimizar o risco de contaminação cruzada.|medicamentos|RDC 301_2019
. O pessoal, instalações e equipamentos dos laboratórios devem ser apropriados às tarefas impostas pela natureza e escala das operações de fabricação.|medicamentos|RDC 301_2019
. O uso de laboratórios externos, em conformidade com os princípios detalhados no restante desta norma, pode ser aceito por motivos particulares; isto, porém, deve ser declarado nos registros de Controle de Qualidade.|medicamentos|RDC 301_2019
. Os seguintes documentos devem estar prontamente disponíveis para o Departamento de Controle de Qualidade:|medicamentos|RDC 301_2019
. Qualquer documentação de Controle de Qualidade relativa a um registro de lote deve ser mantida de acordo com os requisitos de retenção de documentos deste regulamento.|medicamentos|RDC 301_2019
. Alguns tipos de dados, tais como resultados de testes, rendimentos, controles ambientais, devem ser registrados de maneira a permitir a avaliação de tendência.|medicamentos|RDC 301_2019
. Além das informações que fazem parte da documentação do lote, outros dados brutos, como livros e ou registros de laboratório, devem ser mantidos e prontamente disponibilizados.|medicamentos|RDC 301_2019
. A amostragem deve ser realizada e registrada de acordo com procedimentos escritos e aprovados, contendo:|medicamentos|RDC 301_2019
. As amostras devem ser representativas do lote de materiais ou produtos do qual são retiradas.|medicamentos|RDC 301_2019
. Outras amostras também podem ser coletadas para monitorar a parte mais estressada de um processo, tais como o início ou fim de um processo.|medicamentos|RDC 301_2019
