Assunto/Ementa|Macrotema atual|Tema Biblioteca|Status do Ato|Citadora
Altera a Resolução - RDC nº 24, de 14 de junho de 2011, a Resolução - RDC n° 107, de 5 de setembro de 2016, a Instrução Normativa - IN n° 11, de 29 de setembro de 2016 e a Resolução - RDC n° 71, de 22 de dezembro de 2009 e regulamenta o registro de vitaminas, minerais, aminoácidos e proteínas de uso oral, classificados como medicamentos específicos.|Medicamentos|Registro e pós Registro de medicamentos específicos|Vigente|RDC 242/2018
Dispõe sobre os requisitos sanitários dos suplementos alimentares.|Alimentos|Requisitos sanitários para suplementos alimentares|Vigente|RDC 243/2018
Dispõe sobre as indicações terapêuticas para registro e notificação de medicamentos dinamizados|Medicamentos|Registro e pós-registro de medicamentos dinamizados|Vigente|IN 25/2018
Dispõe sobre os limites de potência para registro e notificação de medicamentos dinamizados.|Medicamentos|Registro e pós-registro de medicamentos dinamizados|Vigente|IN 26/2018
Publica a Lista de referências para avaliação de segurança e eficácia de medicamentos dinamizados.|Medicamentos|Registro e pós-registro de medicamentos dinamizados|Vigente|IN 27/2018
Estabelece as listas de constituintes, de limites de uso, de alegações e de rotulagem complementar dos suplementos alimentares.|Alimentos|Requisitos sanitários para suplementos alimentares|Vigente|IN 28/2018
Dispõe sobre os aditivos alimentares e os coadjuvantes de tecnologia autorizados para uso em leite em pó.|Alimentos|Requisitos sanitários para aditivos alimentares e coadjuvantes de tecnologia|Vigente|RDC 244/2018
Revoga a Resolução de Diretoria Colegiada - RDC n° 59, de 6 de dezembro de 2012.|Portos, Aeroportos e Fronteiras|Controle sanitário na importação de bens e produtos para fins de vigilância sanitária|Revogado|RDC 245/2018
Dispõe sobre a atualização do Anexo I (Listas de Substâncias Entorpecentes, Psicotrópicas, Precursoras e Outras sob Controle Especial) da Portaria SVS/MS nº 344, de 12 de maio de 1998.|Temas transversais|Atualização das listas de substâncias e plantas sujeitas a controle especial|Revogado|RDC 246/2018
Dispõe sobre a atualização da lista de Denominações Comuns Brasileiras (DCB).|Farmacopeia|Denominações Comuns Brasileiras (DCB)|Vigente|RDC 247/2018
Altera a RDC n. 61 de 3 de fevereiro de 2016, que aprova e promulga o Regimento Interno da Agência Nacional de Vigilância Sanitária - Anvisa.|Gestão interna|Regimento Interno da Anvisa|Revogado|RDC 248/2018
As vacinas influenza a serem comercializadas ou utilizadas no Brasil na temporada de influenza de 2019 deverão estar em conformidade com o disposto nesta Resolução.|Medicamentos|Registro e pós registro de produtos biológicos|Vigente|RE 2714/2018
Dispõe sobre a atualização da lista de Denominações Comuns Brasileiras (DCB).|Farmacopeia|Denominações Comuns Brasileiras (DCB)|Vigente|RDC 249/2018
Dispõe sobre os requisitos para apresentação do Projeto de Arte de Etiqueta ou Rotulagem no processo de regularização de produtos de higiene pessoal, cosméticos e perfumes, e para a coexistência de mais de uma arte de etiqueta ou rotulagem para um mesmo produto.|Cosméticos|Rotulagem de produtos de higiene pessoal, cosméticos e perfumes|Vigente|RDC 250/2018
Dispõe sobre a atualização dos Anexos I e II da Instrução Normativa - IN nº 4, de 24 de setembro de 2015.|Produtos para a Saúde|Certificação de equipamentos sob regime de Vigilância Sanitária no âmbito do Sistema Brasileiro de Avaliação de Conformidade (SBAC)|Vigente|IN 29/2018
Redefine a estrutura organizacional da Agência Nacional de Vigilância Sanitária.|Gestão interna|Regimento Interno|Revogado|RDC 251/2018
Define os Diretores responsáveis pelas seguintes Diretorias da Agência Nacional de Vigilância Sanitária:|Gestão Interna|Definição dos Diretores responsáveis pelas Diretorias|Revogado|RDC 252/2018
Altera a Resolução da Diretoria Colegiada - RDC nº 20, de 10 de abril de 2013, que dispõe sobre o processo eletrônico de registro.|Medicamentos|Registro e Pós-registro de medicamentos sintéticos e semissintéticos (genéricos, similares e novos)|Vigente|RDC 253/2018
Dispõe sobre a atualização do Anexo I (Listas de Substâncias Entorpecentes, Psicotrópicas, Precursoras e Outras sob Controle Especial) da Portaria SVS/MS nº 344, de 12 de maio de 1998.|Temas transversais|Atualização das listas de substâncias e plantas sujeitas a controle especial|Revogado|RDC 254/2018
Aprova e promulga o Regimento Interno da Agência Nacional de Vigilância Sanitária - Anvisa e dá outras providências.|Gestão interna|Regimento Interno da Anvisa|Vigente com alterações|RDC 255/2018
Dispõe sobre as diretrizes e os procedimentos para melhoria da qualidade regulatória na Agência Nacional de Vigilância Sanitária (Anvisa).|Temas transversais|Boas práticas regulatórias no âmbito da Anvisa|Vigente|Portaria 1741/2018
Dispõe, em caráter provisório, sobre o reprocessamento de cânulas para perfusão de cirurgias cardíacas e cateteres utilizados em procedimentos eletrofisiológicos.|Produtos para a Saúde|Reprocessamento de Produtos para Saúde|Revogado|RDC 256/2018
Dispõe sobre alteração da Resolução da Diretoria Colegiada - RDC n° 234, de 20 de junho de 2018, que dispõe sobre a terceirização de etapas de produção, de análises de controle de qualidade, de transporte e de armazenamento de medicamentos e produtos biológicos, e dá outras providências.|Medicamentos|Procedimentos para importação/exportação de medicamentos|Revogado|RDC 257/2018
Dispõe sobre os procedimentos para emissão de Certidão de Venda Livre para Exportação de Alimentos (CVLEA), no âmbito do Sistema Nacional de Vigilância Sanitária.|Alimentos|Certidão de Venda Livre para Exportação de Alimentos (CVLEA)|Vigente|RDC 258/2018
Dispõe sobre a alteração da Resolução da Diretoria Colegiada - RDC Nº 207, de 3 de janeiro de 2018.|Organização e Gestão do SNVS|Organização da execução das ações de vigilância sanitária|Vigente|RDC 259/2018
Dispõe sobre as regras para a realização de ensaios clínicos com produto de terapia avançada investigacional no Brasil, e dá outras providências.|Sangue, Tecidos, Células e Órgãos|Produtos de terapias avançadas: terapia celular avançada, engenharia tecidual e terapia gênica à base de células|Vigente|RDC 260/2018
Dispõe sobre a atualização da lista de Denominações Comuns Brasileiras (DCB).|Farmacopeia|Denominações Comuns Brasileiras (DCB)|Vigente|RDC 261/2019
Altera o item 8, Capítulo XXXVII da Resolução da Diretoria Colegiada - RDC nº 81, de 5 de novembro de 2008, que dispõe sobre o Regulamento Técnico de Bens e Produtos Importados para fins de Vigilância Sanitária.|Portos, Aeroportos e Fronteiras|Controle sanitário na importação de bens e produtos para fins de Vigilância Sanitária|Vigente|RDC 262/2019
Dispõe sobre o registro de medicamentos radiofármacos de uso consagrado fabricados em território nacional e sobre a alteração da Resolução da Diretoria Colegiada - RDC nº 64, de 18 de dezembro de 2009, que dispõe sobre o registro de Radiofármacos.|Medicamentos|Registro de Produtos Radiofármacos|Vigente|RDC 263/2019
Dispõe sobre a atualização das indicações terapêuticas de medicamentos à base de lenalidomida, previstas na Resolução da Diretoria Colegiada - RDC n° 191, de 11 de dezembro de 2017.|Temas transversais|Controle da lenalidomida e medicamentos que a contenham|Vigente|RDC 264/2019
Dispõe sobre a atualização do Anexo I (Listas de Substâncias Entorpecentes, Psicotrópicas, Precursoras e Outras sob Controle Especial) da Portaria SVS/MS nº 344, de 12 de maio de 1998.|Temas transversais|Atualização das listas de substâncias e plantas sujeitas a controle especial|Revogado|RDC 265/2019
Dispõe sobre os procedimentos relativos à interposição de recursos administrativos em face das decisões da Agência Nacional de Vigilância Sanitária, e dá outras providências.|Temas transversais|Procedimentos de recursos administrativos|Vigente|RDC 266/2019
Altera a Resolução da Diretoria Colegiada - RDC nº255, de 10 de dezembro de 2018, que aprova e promulga o Regimento Interno da Agência Nacional de Vigilância Sanitária - Anvisa.|Gestão interna|Regimento Interno da Anvisa|Vigente|RDC 267/2019
Dispõe sobre alteração da Resolução da Diretoria Colegiada - RDC nº 234, de 21 de junho de 2018.|Medicamentos|Terceirização  de etapas de produção, de análise de controle de qualidade e de armazenamento de medicamentos|Vigente|RDC 268/2019
Dispõe sobre a atualização da lista de Denominações Comuns Brasileiras (DCB).|Farmacopeia|Denominações Comuns Brasileiras|Vigente|RDC 269/2019
Dispõe sobre a migração do regime de cadastro para o regime de notificação dos dispositivos médicos de classe de risco I.|Produtos para a Saúde|Registro, pós-registro, cadastro ou notificação de produtos para saúde|Vigente|RDC 270/2019
Dispõe, em caráter provisório, sobre o reprocessamento de cânulas para perfusão de cirurgias cardíacas e cateteres utilizados em procedimentos eletrofisiológicos.|Produtos para a Saúde|Reprocessamento de Produtos para Saúde|Vigente|RDC 271/2019
Estabelece os aditivos alimentares autorizados para uso em carnes e produtos cárneos.|Alimentos|Requisitos sanitários para aditivos alimentares e coadjuvantes de tecnologia|Vigente|RDC 272/2019
Altera Instrução Normativa n° 3, de 26 de agosto de 2015.|Produtos para a Saúde|Regularização de produtos para diagnóstico in vitro|Vigente|IN 30/2019
Altera a Resolução da Diretoria Colegiada - RDC nº 255 de 10 de dezembro de 2018, que aprova e promulga o Regimento Interno da Agência Nacional de Vigilância Sanitária - Anvisa.|Gestão interna|Regimento Interno da Anvisa|Vigente|RDC 274/2019
Dispõe sobre procedimentos para a concessão, alteração e cancelamento da Autorização de Funcionamento (AFE) e de Autorização Especial (AE) de farmácias e drogarias.|Temas transversais|Autorização de funcionamento de empresas (AFE) e autorização especial (AE)|Vigente|RDC 275/2019
Revoga a Instrução Normativa n° 12, de 12 de novembro de 2010 e a Instrução Normativa n° 07, de 31 de outubro de 2013|Gestão interna|Diretrizes para descentralização em licitações|Revogado|IN 31/2019
Altera a Resolução da Diretoria Colegiada RDC nº 62, de 3 de setembro de 2008.|Produtos para a Saúde|Regularização de preservativos masculinos de látex de borracha natural|Vigente|RDC 276/2019
Dispõe sobre a atualização do Anexo I (Listas de Substâncias Entorpecentes, Psicotrópicas, Precursoras e Outras sob Controle Especial) da Portaria SVS/MS nº 344, de 12 de maio de 1998.|Temas transversais|Controle e fiscalização nacionais de substâncias sob controle especial e plantas que podem originá-las|Vigente|RDC 277/2019
Dispõe sobre os ensaios para comprovação de equivalência terapêutica para medicamentos inalatórios orais e sprays e aerossois nasais.|Medicamentos|Metodologias de controle de qualidade, segurança e eficácia de medicamentos|Vigente|RDC 278/2019
Dispõe sobre a importação e exportação de amostras biológicas humanas e kits de coleta de amostras destinados a testes de controle de dopagem, e dá outras providências.|Portos, Aeroportos e Fronteiras|Controle sanitário na importação de bens e produtos para fins de Vigilância Sanitária|Vigente|RDC 279/2019
Dispõe sobre a prorrogação de prazo relativo à fabricação e comercialização de produtos da Medicina Tradicional Chinesa|Medicamentos|Produtos sujeitos à vigilância sanitária considerados de uso tradicional para a saúde|Vigente|RDC 280/2019
Dispõe sobre os procedimentos, fluxos, instrumentos e cronograma relativos ao cumprimento, pelos estados, Distrito Federal e municípios, dos requisitos para delegação da inspeção para verificação das Boas Práticas de Fabricação de fabricantes de insumos farmacêuticos ativos, produtos para a saúde de classe de risco III e IV e medicamentos, exceto gases medicinais, para fins de emissão da Autorização de Funcionamento e do Certificado de Boas Práticas de Fabricação.|Organização e Gestão do SNVS|Organização da execução das ações de vigilância sanitária|Vigente|IN 32/2019
Dispõe sobre os ensaios de desempenho in vitro de medicamentos nasais e inalatórios orais, nos termos da Resolução da Diretoria Colegiada - RDC nº 278, de 16 de abril de 2019, relativa aos ensaios para comprovação de equivalência terapêutica destes medicamentos.|Medicamentos|Metodologias de controle de qualidade, segurança e eficácia de medicamentos|Vigente|IN 33/2019
Autoriza o uso de aditivos alimentares e coadjuvantes de tecnologia em diversas categorias de alimentos.|Alimentos|Requisitos sanitários para aditivos alimentares e coadjuvantes de tecnologia|Vigente|RDC 281/2019
Altera a Resolução da Diretoria Colegiada - RDC nº 255 de 10 de dezembro de 2018, que aprova e promulga o Regimento Interno da Agência Nacional de Vigilância Sanitária - Anvisa.|Gestão interna|Regimento Interno da Anvisa|Vigente|RDC 282/2019
